"u","v","w","vel_mag","f00","f01","f02","f03","f04","f05","f06","f07","f08","f09","f10","f11","f12","f13","f14","f15","f16","f17","f18","rho","press","fluid","ThID","Points:0","Points:1","Points:2"
0.60532,0.6738,-0.044146,0.90684,0.20138,2.8576,-0.48449,3.6711,-0.2417,1.0373,-0.42025,4.3803,0.75132,4.3771,0.76643,0.79508,0.20883,1.9228,-0.46632,0.60736,-0.08422,2.8817,-0.36488,22.396,7.4655,1,0,0.93103,0.24283,0.034483
0.54749,0.62966,-0.081973,0.84058,1.519,3.0251,0.14287,3.6824,-0.17631,1.0542,0.12105,4.6271,0.4952,4.6271,0.4952,0.6819,0.22481,2.1895,-0.0599,0.64465,-0.051281,2.9329,-0.30006,25.876,8.6252,1,0,0.9442,0.27586,0.034483
0.13887,0.16373,-0.043287,0.23049,5.9474,1.6559,1.1002,1.9081,0.77961,1.1967,1.171,1.8363,0.40936,1.8363,0.40936,1.3834,0.98669,1.8418,1.2796,0.24347,1.5591,2.4776,-0.038894,27.983,9.3277,1,0,0.96552,0.27586,0.01049
0,-0.0086469,0,0.0086469,6.9513,0.93878,1.075,1.1154,1.1513,1.2471,1.2471,0.45425,0.55363,0.4393,0.56374,1.7577,1.321,1.501,1.5777,0.044928,2.2291,2.2446,0.029432,26.442,8.8141,1,0,0.96552,0.25249,0
0,-0.0068628,0,0.0068628,7.599,1.0012,1.1006,1.1913,1.1777,1.3312,1.3312,0.48981,0.58062,0.48981,0.58062,1.5024,1.4362,1.5767,1.3619,0.22525,1.8451,1.8383,0.23202,26.891,8.9637,1,0,0.97484,0.27586,0
0.34376,0.41918,-0.10716,0.55669,4.4662,2.7141,1.1375,2.9974,0.23123,1.1224,1.0587,3.8976,0.18159,3.8976,0.18159,0.81273,0.5119,2.3445,0.83976,0.57295,0.55464,2.8422,-0.13971,30.225,10.075,1,0,0.96552,0.31034,0.025967
0.48879,0.58455,-0.12089,0.77322,2.8945,3.2,0.79776,3.6272,-0.10804,1.0718,0.6861,4.8881,0.21205,4.8881,0.21205,0.56375,0.24149,2.468,0.36436,0.71534,-0.016896,3.0038,-0.2324,29.477,9.8257,1,0,0.95795,0.31034,0.034483
0,-0.0031135,0,0.0031135,8.5547,1.0934,1.1385,1.2229,1.2168,1.4552,1.4552,0.56432,0.60552,0.56432,0.60552,1.1072,1.6247,1.6885,1.0434,0.52785,1.2627,1.2597,0.53092,27.522,9.1738,1,0,0.98858,0.31034,0
0.45649,0.55973,-0.1423,0.73616,3.6513,3.2963,1.1581,3.5968,-0.07048,1.0815,0.99698,5.0317,0.056272,5.0317,0.056272,0.49874,0.25067,2.6212,0.59778,0.75423,0.002022,3.0428,-0.19517,31.459,10.486,1,0,0.96552,0.32932,0.034483
0.37462,0.45935,-0.11678,0.60413,4.8197,3.216,1.4613,3.2556,0.24603,1.0913,1.2024,4.7426,0.65947,4.7426,0.65947,0.44149,0.87476,2.6397,0.34229,0.72085,0.10354,2.6892,0.031948,33.94,11.313,1,0,0.9717,0.34483,0.034483
0,0,0,0,9.4106,1.2977,1.2977,1.2831,1.2831,1.5261,1.6027,0.83886,0.83886,0.83886,0.83886,0.73339,1.9297,1.8531,0.65678,0.76307,0.76307,0.80137,0.80137,29.358,9.7861,1,0,1,0.34483,0.0026251
0,0,0,0,9.3484,1.1699,1.1699,1.2492,1.2492,1.5583,1.5583,0.6262,0.6262,0.6262,0.6262,0.77903,1.7813,1.7813,0.77903,0.77913,0.77913,0.77913,0.77913,28.045,9.3484,1,0,1,0.33898,0
0,0,0,0,9.7778,2.0513,2.0513,1.4829,1.4829,1.3367,1.865,2.0927,2.0927,2.0927,2.0927,0.46429,2.8046,2.2763,-0.063977,0.66835,0.66835,0.93248,0.93248,37.101,12.367,1,0,1,0.37931,0.018102
0.19263,0.23619,-0.060045,0.31064,7.4172,3.0377,2.1354,2.4971,0.94966,1.1131,1.6591,4.0999,2.0004,4.0999,2.0004,0.3142,2.2622,2.6808,-0.22568,0.64664,0.32923,1.9032,0.53686,39.457,13.152,1,0,0.98545,0.37931,0.034483
0,0,0,0,10.145,2.8049,2.8049,1.6827,1.6827,1.1472,2.1272,3.3465,3.3465,3.3465,3.3465,0.19519,3.6796,2.6996,-0.78476,0.57362,0.57362,1.0636,1.0636,44.845,14.948,1,0,1,0.41379,0.03358
0.010623,0.013025,-0.0033113,0.017131,10.015,2.8593,2.8095,1.7387,1.6533,1.1349,2.1158,3.4572,3.3414,3.4572,3.3414,0.18691,3.6496,2.7219,-0.79367,0.57243,0.55492,1.1171,1.0418,44.975,14.992,1,0,0.9992,0.41379,0.034483
-0,0,0,0,10.166,2.8489,2.8489,1.6944,1.6944,1.1362,2.1425,3.4197,3.4197,3.4197,3.4197,0.17948,3.7306,2.7243,-0.82682,0.5681,0.5681,1.0712,1.0712,45.297,15.099,1,0,1,0.41581,0.034483
0.07726,0.098907,0,0.12553,5.3157,1.1237,0.70995,-0.34083,-1.017,1.0294,0.90572,3.7366,5.242,5.4624,2.7791,0.65009,0.41268,0.57897,0.37954,-0.14339,-0.32681,0.15565,-0.39794,26.256,8.7519,1,0,0.80359,0,0.068966
0.077966,0.099096,0,0.12611,4.9444,1.0497,0.70903,-0.23922,-0.76428,0.41607,0.87217,2.1053,4.299,4.3847,1.3626,0.36908,0.12311,0.56308,0.40276,0.25538,0.017097,-0.11929,-0.53797,20.213,6.7376,1,0,0.82759,0,0.041949
3.0205,2.2687,0.028821,3.7781,-6.167,3.1836,0.13537,1.89,-0.064656,-0.55806,-0.96314,0.068921,-1.8088,3.6852,0.45478,1.4468,-0.04387,1.6122,-0.093497,0.67243,0.1052,0.93614,-0.021399,4.4702,1.4901,1,0,0.82759,0.034483,0.057427
3.3851,2.5182,0.0051311,4.2191,-7.3066,3.4342,0.18708,1.9326,-0.040977,-1.3322,-0.83478,0.049351,-1.8643,3.8569,0.4953,1.8809,0.08876,1.4758,-0.10834,0.73228,0.10075,0.95139,-0.014041,3.684,1.228,1,0,0.81734,0.034483,0.068966
1.3495,1.0368,-0.0076673,1.7025,0.21013,3.6741,0.22249,1.8195,-0.29358,-0.48796,0.24168,5.5913,2.2094,5.1362,0.46338,1.8298,0.21583,1.8247,-0.0065912,0.91409,0.11638,1.0457,-0.12712,24.6,8.1998,1,0,0.82759,0.060192,0.068966
0.49457,0.40523,-0.018602,0.63979,2.9755,3.7625,0.21009,1.7566,-0.345,-0.19999,0.6291,7.5175,3.735,5.6255,0.54376,1.8021,0.216,1.9418,0.02302,0.96984,0.12696,1.0741,-0.14982,32.215,10.738,1,0,0.83108,0.068966,0.068966
0.6369,0.64333,-0.043199,0.90657,0.31444,3.5657,-0.021567,3.5808,-0.30577,-0.72363,0.22196,3.5748,0.66757,5.6741,1.0383,1.5863,-0.088666,1.7343,-0.10441,1.5032,0.10608,1.7151,-0.14328,23.895,7.9651,1,0,0.84483,0.10345,0.068966
0.51579,0.49928,-0.084645,0.72356,1.7754,3.2084,-0.13844,3.1841,-0.27173,0.30622,0.60769,3.4169,1.4576,5.3556,1.146,1.0932,-0.2477,1.9582,-0.13866,0.94772,-0.096255,1.739,-0.12119,25.182,8.394,1,0,0.86207,0.10345,0.049561
0.64369,0.58361,-0.05189,0.87063,1.4764,3.9184,-0.1202,3.2715,-0.17705,-0.47451,0.35904,6.4349,0.76778,5.5649,1.134,1.6106,-0.30277,1.987,-0.18133,1.3531,0.10622,1.6435,-0.078177,28.293,9.4311,1,0,0.86207,0.13793,0.065039
0.64914,0.59484,-0.043687,0.88168,1.3784,3.9706,-0.096239,3.3908,-0.18408,-0.6675,0.32128,6.5451,0.75333,5.6785,1.1022,1.718,-0.25985,1.9463,-0.17611,1.4535,0.14582,1.633,-0.082402,28.571,9.5236,1,0,0.85858,0.13793,0.068966
0.62739,0.57652,-0.043726,0.85324,1.7569,3.9379,-0.10311,3.4267,-0.1704,-0.63687,0.35355,6.4022,0.89957,5.7204,1.1451,1.6909,-0.30357,1.9133,-0.19326,1.4871,0.14788,1.6573,-0.07562,29.056,9.6853,1,0,0.86207,0.14668,0.068966
0.53621,0.5156,-0.027286,0.74457,1.7776,3.7108,-0.27386,3.6346,-0.18425,-0.49439,0.25631,5.55,1.697,5.4275,1.6165,1.6175,-0.32165,1.7688,-0.26934,1.712,0.1297,1.8281,-0.1327,29.05,9.6834,1,0,0.87233,0.17241,0.068966
0.48094,0.47593,-0.037826,0.67797,0.98294,3.1806,-0.51808,3.329,-0.17762,0.65652,0.11478,4.494,1.7832,4.4228,1.7927,0.88817,0.17017,1.9688,-0.40494,0.92615,-0.11284,1.9443,-0.16501,25.276,8.4252,1,0,0.89655,0.17241,0.041696
0.4586,0.44458,-0.018438,0.63941,0.78397,3.395,-0.59212,3.4176,-0.19735,0.080855,0.0053746,4.6244,2.3446,4.5463,2.3448,1.3085,-0.13589,1.8188,-0.40086,1.4577,0.00075012,1.9708,-0.23007,26.543,8.8477,1,0,0.89655,0.2069,0.057174
0.48422,0.46252,-0.013403,0.66996,1.18,3.6359,-0.48481,3.5316,-0.20126,-0.42246,0.070798,5.0405,2.2766,4.9934,2.2602,1.6245,-0.35448,1.7362,-0.34679,1.8101,0.103,1.9092,-0.21715,28.145,9.3817,1,0,0.88608,0.2069,0.068966
0.44006,0.42381,-6.2192e-05,0.61095,0.77115,3.5578,-0.65398,3.4654,-0.21498,-0.35202,-0.088948,4.6752,2.7196,4.6455,2.7571,1.626,-0.36686,1.707,-0.40492,1.9647,0.083044,2.0245,-0.28104,27.634,9.2114,1,0,0.89655,0.23317,0.068966
0.45942,0.45096,-0.0034555,0.64401,0.51278,3.5494,-0.66384,3.5863,-0.23243,-0.36828,-0.07021,4.7198,2.5594,4.7036,2.6052,1.6381,-0.32762,1.7417,-0.389,1.9872,0.074117,2.0704,-0.26131,27.435,9.1451,1,0,0.89983,0.24138,0.068966
0.5381,0.56164,-0.018909,0.77862,-0.63976,3.5112,-0.69886,4.1911,-0.30574,-0.44288,0.02825,4.9474,1.9672,4.9474,1.9672,1.6838,-0.16103,1.8838,-0.32094,2.0088,0.036623,2.1965,-0.17845,26.622,8.8739,1,0,0.91357,0.27586,0.068966
0.61979,0.68719,-0.04184,0.92636,-0.78965,3.1178,-0.59578,4.2412,-0.30927,0.36013,-0.17364,4.7555,0.93431,4.7555,0.93431,1.2022,0.14077,1.9836,-0.36664,1.2229,-0.052735,2.6592,-0.23947,23.78,7.9267,1,0,0.93103,0.27586,0.04931
0.63656,0.70213,-0.038861,0.94853,-1.8242,3.3894,-0.71196,4.7692,-0.3798,-0.34677,0.083791,5.1505,1.1096,5.1505,1.1096,1.6271,0.069717,2.0472,-0.26259,1.8972,-0.019868,2.4445,-0.10856,25.194,8.3981,1,0,0.93103,0.31034,0.064787
0.61919,0.67544,-0.033985,0.91713,-1.7923,3.473,-0.73387,4.7586,-0.37905,-0.51748,0.12671,5.1913,1.3291,5.1913,1.3291,1.7295,0.0055579,2.0259,-0.25287,2.0643,-0.00087116,2.3461,-0.09559,25.798,8.5995,1,0,0.92732,0.31034,0.068966
0.64109,0.70616,-0.038056,0.95452,-2.1035,3.4627,-0.74333,4.9118,-0.39884,-0.53762,0.15329,5.2571,1.1569,5.2571,1.1569,1.7419,0.050535,2.0643,-0.23449,2.0792,-0.010994,2.3865,-0.073219,25.576,8.5254,1,0,0.93103,0.31965,0.068966
0.6212,0.67676,-0.049747,0.92028,-0.3623,3.7751,-0.19812,4.8577,-0.31951,-0.42632,0.43759,5.8742,0.79215,5.8742,0.79215,1.7601,0.0083532,2.0521,0.045551,1.8604,0.022131,2.2432,-0.0071352,29.082,9.6939,1,0,0.94107,0.34483,0.068966
0.47996,0.56889,-0.12936,0.75649,3.6972,3.5466,1.1524,3.8248,-0.081748,0.83178,1.0239,5.5053,0.02548,5.5053,0.02548,0.76237,0.181,2.5003,0.62401,0.86998,0.022371,2.8109,-0.12471,32.703,10.901,1,0,0.96552,0.34483,0.041445
0.53214,0.58927,-0.1006,0.80169,3.7993,4.103,1.1397,4.3317,-0.1068,0.27671,1.0836,6.5581,-0.042973,6.5581,-0.042973,1.3484,0.02613,2.2315,0.6823,1.1273,0.06761,2.2954,0.031932,35.468,11.823,1,0,0.96552,0.37931,0.056922
0.59395,0.63647,-0.065762,0.87337,2.0228,4.203,0.54871,4.7837,-0.21085,-0.27387,0.82702,6.7196,0.29254,6.7196,0.29254,1.7851,-0.049427,2.0353,0.42916,1.5608,0.067505,2.0469,0.083386,33.883,11.294,1,0,0.95482,0.37931,0.068966
0.57275,0.60513,-0.078224,0.83686,3.8788,4.536,1.1299,4.7261,-0.12629,-0.15523,1.1301,7.3774,-0.096242,7.3774,-0.096242,1.8045,-0.094391,2.0223,0.72767,1.3276,0.10281,1.8942,0.15383,37.62,12.54,1,0,0.96552,0.40614,0.068966
0.52209,0.5516,-0.071305,0.76284,4.5758,4.4835,1.3787,4.4815,0.058239,0.014886,1.1888,7.1426,0.32995,7.1426,0.32995,1.7757,0.053449,1.9806,0.79173,1.2883,0.17191,1.806,0.21958,39.214,13.071,1,0,0.96857,0.41379,0.068966
0.29374,0.31034,-0.040117,0.42919,7.7182,4.2473,2.5005,3.3786,0.89005,0.78174,1.4537,6.084,2.2511,6.084,2.2511,1.6456,0.71988,1.7926,1.0805,1.1115,0.4834,1.4085,0.51598,46.398,15.466,1,0,0.98232,0.44828,0.068966
0,0,0,0,10.84,3.3115,3.3115,1.8067,1.8067,1.4033,1.9954,3.9703,3.9703,3.9703,3.9703,0.72841,2.8204,2.2283,0.13628,0.70164,0.70164,0.9977,0.9977,49.668,16.556,1,0,1,0.44828,0.049057
0,0,0,0,11.555,3.8027,3.8027,1.9259,1.9259,1.6869,1.8392,4.5549,4.5549,4.5549,4.5549,1.3114,1.8539,1.7016,1.1591,0.84347,0.84347,0.9196,0.9196,54.31,18.103,1,0,1,0.48276,0.064535
0.06538,0.069076,-0.0089294,0.095529,10.86,4.011,3.6222,2.2758,1.7219,1.5486,1.7186,5.0254,4.1723,5.0254,4.1723,1.5155,1.3863,1.6046,1.3693,0.9347,0.79489,1.011,0.81238,53.583,17.861,1,0,0.99606,0.48276,0.068966
0,0,0,0,11.76,3.9434,3.9434,1.96,1.96,1.7681,1.7945,4.7223,4.7223,4.7223,4.7223,1.4783,1.5771,1.5508,1.4519,0.88407,0.88407,0.89724,0.89724,55.64,18.547,1,0,1,0.49263,0.068966
0.077361,0.098301,0,0.1251,4.8409,1.0221,0.62483,-0.13017,-0.73705,0.85747,0.85733,3.3641,4.7435,4.912,2.511,0.53088,0.33343,0.53827,0.33403,-0.14721,-0.38308,-0.04467,-0.49347,23.534,7.8447,1,0,0.77296,0,0.10345
0.077265,0.09605,0,0.12327,5.1767,1.0877,0.63326,-0.24541,-0.91378,0.97135,0.89456,3.9272,5.0974,5.2776,3.0152,0.60967,0.39718,0.56591,0.32003,-0.17026,-0.35998,0.10477,-0.43732,25.952,8.6506,1,0,0.7931,0,0.080769
1.8667,1.4893,0.019985,2.3888,-5.6785,2.9753,-0.019225,1.8702,0.049906,-1.0701,-0.98717,0.055086,-1.761,3.7806,0.85979,1.5892,0.30479,1.6622,0.036113,0.99346,0.05505,1.0298,0.0058424,5.7513,1.9171,1,0,0.7931,0.034483,0.096246
1.8118,1.4806,0.031131,2.34,-5.4441,2.855,-0.062341,1.854,0.061833,-0.99898,-1.0448,0.052654,-1.7417,3.7446,0.79931,1.5194,0.32422,1.7148,0.038901,1.0607,0.041723,1.0546,0.00095945,5.8308,1.9436,1,0,0.78671,0.034483,0.10345
1.1353,0.92116,0.015859,1.4622,-1.2402,3.2076,-0.070379,1.9494,-0.10851,-0.20367,-0.29987,3.2615,0.89172,4.4988,1.2276,1.6803,0.18214,1.8277,0.024389,0.90076,0.0103,1.0624,-0.088671,18.713,6.2377,1,0,0.7931,0.050528,0.10345
0.44235,0.35008,-0.0016208,0.56418,3.3887,3.6129,-0.0050309,2.0671,-0.30942,0.68253,0.50508,6.9225,3.726,5.3112,1.4541,1.8671,0.039782,1.9585,-0.010943,0.71233,-0.024304,1.0778,-0.19479,32.781,10.927,1,0,0.80045,0.068966,0.10345
0.4986,0.41347,-0.014316,0.64794,2.8549,3.7393,0.23315,1.8169,-0.36808,-0.1117,0.58406,7.4093,3.537,5.5277,0.53082,1.8159,0.26117,1.9443,0.032926,0.94489,0.10629,1.0786,-0.16544,31.772,10.591,1,0,0.82759,0.068966,0.072904
0.74224,0.77902,-0.014983,1.0763,-1.6048,3.4129,0.0044933,3.5881,-0.34205,-0.56377,-0.27836,3.3436,-0.38556,5.1571,0.9019,1.611,0.10927,1.7675,-0.078187,1.5793,0.011705,1.8099,-0.17922,19.865,6.6216,1,0,0.82759,0.10345,0.088381
0.69508,0.71296,0.00055223,0.99591,-1.0091,3.3563,-0.15059,3.4678,-0.27582,-0.19368,-0.35489,3.2816,-0.18094,5.0445,1.1688,1.5955,0.026249,1.7835,-0.12479,1.583,-0.039771,1.8132,-0.15218,20.639,6.8796,1,0,0.8142,0.10345,0.10345
0.65669,0.656,0.0051619,0.92824,-0.2877,3.5502,-0.052133,3.4487,-0.25381,0.0042038,-0.12982,5.6222,0.61866,5.0985,0.84268,1.7963,0.089998,1.899,-0.15758,1.5817,-0.035944,1.8578,-0.1639,25.329,8.443,1,0,0.82759,0.13702,0.10345
0.6536,0.65146,0.0050836,0.92284,-0.23979,3.5587,-0.054064,3.4451,-0.25071,0.015104,-0.11843,5.6892,0.65032,5.1014,0.85091,1.8024,0.08995,1.9032,-0.15774,1.5781,-0.034748,1.8577,-0.16337,25.523,8.5078,1,0,0.82795,0.13793,0.10345
0.53884,0.56243,0.0018489,0.77896,0.96197,3.4784,-0.09795,3.7327,-0.20938,0.24201,0.01457,5.0355,1.2888,5.242,1.2335,1.7894,0.087884,1.8796,-0.11676,1.658,-0.017355,2.1128,-0.17342,28.142,9.3808,1,0,0.8417,0.17241,0.10345
0.53941,0.52689,-0.027242,0.75474,2.1183,3.6961,-0.13339,3.6727,-0.15644,-0.2274,0.31442,5.6898,1.4094,5.5939,1.3811,1.6766,-0.16781,1.8314,-0.16186,1.5806,0.10745,1.8948,-0.10225,30.017,10.006,1,0,0.86207,0.17241,0.080516
0.49197,0.48007,-0.010746,0.68766,2.1032,3.6326,-0.17068,3.5524,-0.14063,0.24268,0.2625,5.3892,1.6631,5.4144,1.7046,1.7863,0.019452,1.9247,-0.10131,1.4817,0.049921,1.9632,-0.15151,30.626,10.209,1,0,0.86207,0.2069,0.095994
0.49337,0.49229,-0.00082465,0.697,1.7103,3.5648,-0.15689,3.5633,-0.15866,0.39269,0.16737,5.2606,1.6233,5.288,1.6619,1.8275,0.1081,1.9492,-0.084916,1.5126,0.0092472,2.023,-0.175,30.086,10.029,1,0,0.85545,0.2069,0.10345
0.46581,0.45862,-0.001091,0.65369,2.0691,3.587,-0.18784,3.5097,-0.13258,0.46813,0.20238,5.2826,1.8145,5.3106,1.8655,1.8305,0.11717,1.9575,-0.068507,1.4716,0.022668,2.0263,-0.1738,30.972,10.324,1,0,0.86207,0.2235,0.10345
0.48567,0.46943,-0.0057252,0.67563,1.3404,3.5427,-0.29405,3.4912,-0.17526,0.37931,0.16641,5.1395,1.8712,5.1577,1.9006,1.8054,0.038018,1.9838,-0.12106,1.4723,0.014502,1.9834,-0.16489,29.531,9.8437,1,0,0.8692,0.24138,0.10345
0.45325,0.43392,-0.0027845,0.62755,0.54643,3.536,-0.66048,3.4635,-0.22825,-0.30919,-0.07111,4.6537,2.6343,4.6375,2.68,1.6355,-0.35713,1.7478,-0.39697,1.92,0.072369,2.0133,-0.26497,27.252,9.0841,1,0,0.89655,0.24138,0.072651
0.50682,0.47236,-0.015576,0.69315,-0.46476,3.4416,-0.68135,3.5402,-0.28397,-0.13559,0.023567,4.604,2.356,4.604,2.356,1.6701,-0.31445,1.9155,-0.36234,1.6465,0.027533,1.8895,-0.19748,25.635,8.5449,1,0,0.89655,0.27586,0.088129
0.52355,0.4911,-0.017217,0.71825,-0.069831,3.4449,-0.49908,3.5626,-0.25761,0.2069,0.14172,4.8627,1.9683,4.8627,1.9683,1.7546,-0.11789,2.0329,-0.2251,1.4235,-0.0012526,1.8803,-0.14769,26.791,8.9304,1,0,0.88294,0.27586,0.10345
0.56208,0.51363,-0.027835,0.76192,-1.4656,3.3481,-0.70202,3.5815,-0.33912,0.036244,0.11728,4.5708,2.0354,4.5708,2.0354,1.7044,-0.27221,2.0815,-0.32808,1.4117,-0.016846,1.7922,-0.13068,24.031,8.0102,1,0,0.89655,0.30999,0.10345
0.56257,0.51465,-0.027702,0.76299,-1.4619,3.3494,-0.70046,3.5866,-0.3388,0.034403,0.11469,4.576,2.0293,4.576,2.0293,1.7043,-0.27146,2.0803,-0.32701,1.4151,-0.017155,1.7937,-0.13077,24.041,8.0138,1,0,0.89669,0.31034,0.10345
0.61123,0.61453,-0.014636,0.86814,-1.0964,3.4719,-0.54755,4.0788,-0.30752,-0.14589,-0.13901,5.083,1.4292,5.083,1.4292,1.7012,-0.19813,1.9604,-0.22227,1.7474,-0.047402,1.9442,-0.13967,25.084,8.3614,1,0,0.91044,0.34483,0.10345
0.65519,0.72516,-0.023969,0.97783,-1.5941,3.5259,-0.60413,4.8804,-0.35356,-0.49775,-0.066999,5.4489,0.95156,5.4489,0.95156,1.727,0.0050452,1.9714,-0.17908,2.1335,-0.03777,2.3154,-0.09936,25.927,8.6422,1,0,0.93103,0.34483,0.080265
0.6745,0.75118,-0.0046727,1.0097,-0.89635,3.6123,-0.41345,4.8374,-0.29154,-0.44314,-0.36875,5.7116,0.67031,5.7116,0.67031,1.7066,-0.057267,1.8441,-0.10317,2.2079,-0.074447,2.218,-0.13517,26.407,8.8023,1,0,0.93103,0.37931,0.095742
0.65989,0.71441,-0.0015704,0.97329,-0.73092,3.5944,-0.39465,4.5709,-0.27624,-0.32618,-0.39269,5.5899,0.82907,5.5899,0.82907,1.698,-0.1248,1.8405,-0.11753,2.0796,-0.077649,2.0946,-0.14856,26.127,8.7089,1,0,0.92419,0.37931,0.10345
0.68412,0.76414,0.004935,1.0256,-0.54894,3.6554,-0.31851,4.816,-0.26066,-0.41595,-0.519,5.8424,0.53028,5.8424,0.53028,1.6964,-0.088292,1.7807,-0.065381,2.245,-0.092709,2.1696,-0.153,26.646,8.882,1,0,0.93103,0.39648,0.10345
0.63061,0.71263,0.002458,0.9517,0.7419,3.6756,-0.01057,4.6481,-0.17888,-0.20941,-0.28691,5.9024,0.45392,5.9024,0.45392,1.7948,0.097086,1.8196,0.21716,2.2042,-0.039459,2.1929,-0.14171,29.237,9.7457,1,0,0.93794,0.41379,0.10345
0.55723,0.59534,-0.071176,0.81888,4.0799,4.4583,1.1388,4.6516,-0.09899,-0.078459,1.0813,7.2544,-0.071839,7.2544,-0.071839,1.8427,-0.0015773,2.0175,0.78924,1.3986,0.10983,1.9332,0.12889,37.816,12.605,1,0,0.96552,0.41379,0.0724
0.48724,0.55124,-0.039403,0.73784,4.9868,4.1085,1.1792,4.3155,0.024072,0.26762,0.86149,6.6999,0.038167,6.6999,0.038167,2.0148,0.41681,1.9962,1.0668,1.719,0.14146,2.1091,0.016473,38.7,12.9,1,0,0.96552,0.44828,0.087877
0.52405,0.61006,-0.0024751,0.80445,3.3127,3.716,0.60273,4.3138,-0.01599,0.20195,0.17533,6.0218,0.30184,6.0218,0.30184,1.9908,0.46629,1.8969,0.77986,2.1229,0.066594,2.2393,-0.11923,34.397,11.466,1,0,0.95169,0.44828,0.10345
0.41726,0.50714,-0.0076299,0.65679,5.8936,3.7587,1.2195,3.9794,0.14713,0.61369,0.64169,6.1454,0.14817,6.1454,0.14817,2.1869,0.83519,1.9748,1.3443,2.0393,0.1731,2.2849,-0.095943,39.583,13.194,1,0,0.96552,0.48276,0.10335
0.41748,0.50749,-0.0074082,0.65719,5.8836,3.7564,1.216,3.9794,0.14689,0.6133,0.63757,6.1413,0.14975,6.1413,0.14975,2.1867,0.83549,1.9742,1.3426,2.0417,0.17265,2.2857,-0.096758,39.558,13.186,1,0,0.96543,0.48276,0.10345
0.41684,0.50687,-0.007438,0.6563,5.8991,3.7566,1.2197,3.9774,0.14788,0.61578,0.64036,6.142,0.14884,6.142,0.14884,2.1879,0.83771,1.9747,1.346,2.0412,0.17329,2.286,-0.096622,39.589,13.196,1,0,0.96552,0.48297,0.10345
0.25165,0.30601,-0.0044905,0.39622,8.0538,3.5346,2.003,3.15,0.83802,1.1715,1.168,5.0566,1.4384,5.0566,1.4384,2.015,1.335,2.0397,1.525,1.6322,0.50449,1.7708,0.33236,44.063,14.688,1,0,0.97918,0.51724,0.10345
0,0,0,0,11.624,3.7041,3.7041,1.9374,1.9374,1.8482,1.8513,4.2997,4.2997,4.2997,4.2997,1.5658,1.7422,1.7391,1.5627,0.92411,0.92411,0.92564,0.92564,54.115,18.038,1,0,1,0.51724,0.080012
0,0,0,0,11.434,3.3688,3.3688,1.9057,1.9057,1.9604,1.9309,3.7075,3.7075,3.7075,3.7075,1.6885,1.9735,2.0031,1.718,0.98021,0.98021,0.96544,0.96544,51.979,17.326,1,0,1,0.55172,0.095489
0.08546,0.10392,-0.0015249,0.13455,10.222,3.3112,2.7911,2.3175,1.5324,1.7306,1.6988,3.9645,2.7358,3.9645,2.7358,1.841,1.8352,2.1052,1.7052,1.2207,0.83771,1.2524,0.76397,48.565,16.188,1,0,0.99293,0.55172,0.10345
-0,0,-0,0,11.336,3.1964,3.1964,1.8894,1.8894,2.0181,1.9718,3.4029,3.4029,3.4029,3.4029,1.7515,2.0925,2.1388,1.7978,1.0091,1.0091,0.9859,0.9859,50.88,16.96,1,0,1,0.56946,0.10345
0.077208,0.098467,0,0.12513,5.9112,1.2433,0.78778,-0.16766,-0.84252,0.88183,0.86514,3.5617,4.7804,4.9795,2.6081,0.56708,0.35169,0.54635,0.34538,0.14048,-0.26063,0.13847,-0.21488,26.223,8.7409,1,0,0.74233,0,0.13793
0.077296,0.099254,0,0.1258,5.3508,1.1256,0.71437,-0.15211,-0.78922,0.86774,0.8592,3.4197,4.753,4.9436,2.5114,0.54782,0.33678,0.54205,0.3519,-0.00023646,-0.32632,0.0321,-0.35946,24.729,8.2429,1,0,0.75862,0,0.11959
2.4459,2.0907,0.045292,3.2181,-5.8294,2.9178,0.10253,2.0573,0.038379,-1.0087,-0.95949,0.010933,-1.9181,3.6393,0.40694,1.4957,-0.019523,1.2423,0.15543,0.9881,0.097541,0.94255,-0.022274,4.3373,1.4458,1,0,0.75862,0.034483,0.13507
2.4732,2.1215,0.045622,3.2588,-5.8417,2.9235,0.11288,2.0746,0.036029,-1.0096,-0.95085,0.007151,-1.9329,3.6297,0.39738,1.4935,-0.043379,1.1995,0.17429,0.9821,0.10314,0.93185,-0.023374,4.2639,1.4213,1,0,0.75608,0.034483,0.13793
2.1003,1.7956,0.040107,2.7636,-4.0927,3.078,0.10774,2.0211,-0.029001,-0.72063,-0.68486,1.3109,-0.83812,3.9533,0.59776,1.557,-0.027749,1.3234,0.132,0.98235,0.065856,0.92304,-0.05108,9.6083,3.2028,1,0,0.75862,0.040868,0.13793
0.42218,0.32471,0.0072202,0.53268,3.6842,3.7576,0.016902,1.7756,-0.31257,0.54514,0.49368,7.0484,4.1095,5.3771,1.6775,1.8364,0.01669,1.8687,-0.04582,0.96856,-0.091596,0.89155,-0.17384,33.444,11.148,1,0,0.76982,0.068966,0.13793
0.42117,0.32492,-0.0017566,0.53198,3.6034,3.6476,-0.080401,1.9882,-0.30447,0.66783,0.54323,6.9729,4.0261,5.3683,1.7512,1.8583,-0.0098228,1.9361,-0.019201,0.76861,-0.039479,1.0331,-0.19001,33.521,11.174,1,0,0.7931,0.068966,0.11172
